Full Name,Team Number,Match ID,Crossed Auto Line?,Auto Installed in the Exchange?,Successful Auto Switch Installs,Failed Auto Switch Installs,Successful Auto Scale Installs,Failed Auto Scale Installs,Collects Cubes From,Succcessful Switch Installs,Failed Switch Installs,Successful Scale Installs,Failed Scale Installs,Successful Exchange Installs,Failed Exchange Installs,Drove on the Platform,Climbing,Let other robots climb on it,Tech Foul?,Defense comments,Comments,Submitted At,Token
ליהיא פרידן,7079,QM38,true,false,0,0,0,0,"Ground, Pyramid",0,0,0,0,5,0,true,Didn't Try,Didn't Try,false,,אספו 2 קוביות יחד כמה פעמים,2018-03-12 17:31:56,de2fc716fa14f4dab035416e6011aff9
Stav,7079,QM36,true,false,0,0,0,0,Ground,2,0,0,0,2,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 17:33:02,ca5f469f673f73b9efce0ed755517fe6
Nir,7083,QM6,false,false,0,0,0,0,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,לא זזו כל המשחק,2018-03-12 11:51:22,c4c5b1d33d5347e73dd7f28768ac7f13
Ori Adereth,7083,QM14,true,false,0,0,0,0,Pyramid,3,0,0,0,1,0,true,Didn't Try,Didn't Try,false,אין,אין,2018-03-12 13:03:38,8487b13a3c913ff5a3ce85542830851f
עילי,7083,QM14,true,false,0,0,0,0,"Pyramid, Ground",3,0,0,0,0,0,true,Didn't Try,Didn't Try,false,,רובוט ממש איטי,2018-03-12 13:04:53,bd1c25b65d74bee0ddd1622fca61fa8b
רותם וילנר,7083,QM 21,true,false,0,0,0,0,Ground,0,0,0,0,1,2,true,Didn't Try,Didn't Try,true,לא הגן,הכניס שתי קוביות לExchange באותו הזמן,2018-03-12 14:10:50,0233f7ab6241d8392a1fbf8f4089bac5
רותם וילנר,7083,QM 25,false,false,0,0,0,0,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,לא הגן,לא זז,2018-03-12 14:42:24,08606e0f8d703c1e41bd5075ef292c8d
Saar Zelevski ,7083,QM32,true,false,,,,,"Ground, Pyramid",1,0,0,0,2,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 15:42:32,43681854bc09968692ec3572b65f559c
יובל ויינשטיין,7083,QM34,true,false,0,0,0,0,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,חסימה 20 שניות,לא אסף קוביות,2018-03-12 16:12:03,49c9a51735b834991ac2d6c5c8ab3691
ליהיא פרידן,7083,QM35,true,false,0,0,0,0,Ground,1,0,0,0,1,0,false,Didn't Try,Didn't Try,false,,"איטיים מאוד
עושים פאולים
איסוף רע מאוד",2018-03-12 17:09:48,3ff77211830097b91f33e31a21ca5f37
Ilai segev,7112,QM1,,,,,,,,,,,,,,,,,,,,2018-03-12 11:01:47,6a55d246f157c2be1eb0c2946c989d70
Ilai,7112,QM1,,,,,,,,,,,,,,,,,,,,2018-03-12 11:03:41,c18386ee100ab89a29ccbad4941c2f93
רני מלצר,7112,Qm7,true,false,0,0,,,"Ground, Portal",3,0,0,0,0,0,true,Didn't Try,Didn't Try,false,, רובוט מאוד איטי,2018-03-12 12:05:07,3dfa326cda317c5ba16c256ab30c536c
Eliya Filosof ,7112,QM11,true,false,,,,,"Ground, Pyramid, Portal",3,1,0,0,2,0,true,Successful,Didn't Try,false,,,2018-03-12 12:39:02,e89d978de4b2ff56232bf315c3bee119
יובל ויינשטיין,7112,QM18,true,false,0,0,0,0,Ground,3,0,0,0,0,1,true,Didn't Try,Didn't Try,,אין,איטי,2018-03-12 13:46:23,6dff402cdd9a19a28f3ec9050ee1dac2
Ori Adereth,7112,QM26,true,false,0,0,0,0,Pyramid,2,1,0,0,0,0,true,Didn't Try,Didn't Try,false,אין,מתקשה באיסוף והחזקת קוביות,2018-03-12 14:53:08,26cbc670d10a448646c672167a07f80c
ענב,7112,QM 28,false,false,0,0,0,0,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,אין,לא זז,2018-03-12 15:13:13,6d7104526a371272c9b0a526c80808c0
עדן סוקולובסקי,7112,QM35,true,false,0,1,0,0,"Ground, Pyramid, Portal",0,4,0,0,0,0,true,Successful,Didn't Try,false,,כל הזמן אוספים קוביות ואז מפילים אותן לפני שמגיעים לSWITCH,2018-03-12 17:10:41,d3b948152786b2a787820d2d7de1e0ec
Stav,7177,QM8,true,,0,0,0,0,Ground,3,1,0,0,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 12:20:15,e8703532bcab19ded7412ae9d4aac28b
רני מלצר,7177,Qm14,true,false,,,,,"Ground, Pyramid",3,2,0,0,0,0,true,Didn't Try,Didn't Try,false,,לא משהו ,2018-03-12 13:03:40,844c7c4b5c525978cc13aae961cf0662
סהר כספי,7177,QM21,true,false,0,0,0,0,"Ground, Portal",2,3,0,0,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 14:08:47,6d19598e69f60dfb67122034a05d9940
רותם וילנר,7177,QM 27,true,false,0,0,0,0,Ground,2,1,0,0,0,0,false,Didn't Try,Didn't Try,false,לא הגן,נסע לאט,2018-03-12 14:59:57,ae3098715db7ba201414f233324dfff3
Saar Zelevski ,7177,QM31,false,false,,,,,"Ground, Pyramid",0,0,0,0,1,0,true,Didn't Try,Didn't Try,false,,,2018-03-12 15:34:08,c9a8bfaabfdee5ccd150bc5698b68400
גיא אלטמן,7177,QM33,true,false,0,0,0,0,"Ground, Pyramid",1,0,0,0,4,0,false,Didn't Try,Didn't Try,false,...,...,2018-03-12 15:52:22,a8781df12bb9efd79951c599136cb695
רני מלצר,7280,Qm19,true,false,,,,,"Ground, Pyramid",0,0,0,0,2,1,false,Didn't Try,Didn't Try,true,לא הגן,"לא אוסף, דוחף ",2018-03-12 13:56:20,ed3c7a417b609ba57eb4d46c208d71c6
Nir,7286,QM5,false,false,0,0,0,0,Ground,0,0,0,0,2,0,false,Didn't Try,Didn't Try,,,,2018-03-12 11:40:01,0340e27cf5bc4efdd96ad67f7fac929f
Saar Zelevski ,7286,QM11,false,false,,,,,"Pyramid, Ground",0,0,0,0,1,1,false,Didn't Try,Didn't Try,false,,זה אמור לעשות משהו?,2018-03-12 12:37:30,bb0beddf68ee4994148073dba33669a0
יובל גונן,7286,QM16,true,false,,,,,Pyramid,0,0,0,0,2,0,false,Didn't Try,Didn't Try,false,,מתקשה לאסוף קוביות,2018-03-12 13:24:02,63ab87af48f43cb52e8931bca79ddc8b
Saar Zelevski ,7286,QM27,true,false,,,,,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-12 14:58:49,d87f8800b4da98357830e2f2337172d2
יובל גונן,7286,QM30,true,false,,,,,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,,נתקע לרוב המשחק,2018-03-12 15:28:44,48e9a00781e6c74393692b0787e9877b
Stav,7286,QM41,false,false,0,0,0,0,Ground,1,0,0,0,0,0,true,Didn't Try,Didn't Try,false,,,2018-03-13 07:57:50,403efc75b8e7553b68c64a376b5af877
Saar Zelevski ,7302,QM15,true,false,,,,,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,true,,דחפו אותם לנול יריב,2018-03-12 13:22:46,dfb8c355613d9ab5422c22fc3b9d2f06
Saar Zelevski ,7302,QM20,true,false,,,,,"Ground, Pyramid",0,0,0,0,2,0,false,Didn't Try,Didn't Try,false,,הרובוט לא עבד רוב המשחק,2018-03-12 14:03:09,279cb8694a7a95e09f774b76c0f95792
יעל אמיתי,7302,QM 25,true,false,0,0,0,0,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,true,כל מה שהוא עשה זה רק לחסום,עבר באוטונומי את החצי,2018-03-12 14:45:53,c1397402fab0da387c708f1cd45a122a
Ori Adereth,7302,QM28,true,false,0,0,0,0,,0,0,0,0,0,0,false,Didn't Try,Didn't Try,false,אין,עשה foul,2018-03-12 15:11:23,5b1d880c85f75e7a219b6009df324e22
Stav,7302,QM37,true,false,0,0,0,0,Ground,0,0,0,0,0,0,false,Didn't Try,Didn't Try,true,נצמדו לרובוט יריב ,,2018-03-12 17:36:37,7c211568923c1283cb4421b11a1f2c86
Nir,3075,QM44,true,false,1,,,,Ground,0,0,5,0,0,0,true,Failed,Didn't Try,false,,נכשל בטיפוס עקב חוסר זמן,2018-03-13 08:51:37,8d286c897495464dc3f0fdfa4f3d6835
Saar Zelevski ,1657,QM45,true,,1,,,,"Ground, Pyramid",0,0,0,0,9,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 09:07:09,35c34f4e941606c10d73af14691c938b
Nir,2212,QM45,true,false,1,,,,Ground,3,0,0,0,0,0,true,Didn't Try,Didn't Try,false,,,2018-03-13 09:09:24,911297c0fca081b1dd82c69458d41b23
Saar Zelevski ,7083,QM46,true,,,,,,,1,0,0,0,0,0,true,Didn't Try,Didn't Try,false,,,2018-03-13 09:14:12,8d69678058a69d48d0cc1b4be7d49b2e
ניר,5990,QM46,true,,,,,,Ground,7,1,0,0,5,0,true,Failed,Didn't Try,false,,שמו המון קוביות בסוויטש כדרך אחד לא נלחם איתם על הסוויטש,2018-03-13 09:15:55,107a73ce8478e326be041e6e213ae78f
Saar Zelevski ,5636,QM47,true,false,,,,,"Ground, Pyramid",3,1,0,0,4,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 09:20:55,b8e8dbc8681646416cd4f86ac4033f16
Nir,1690,QM47,true,false,0,0,1,0,Ground,1,0,1,0,0,0,false,Didn't Try,Didn't Try,false,,הפסיקו לזוז בשישים שניות לסיום המשחק,2018-03-13 09:22:09,d8501a286600e8ad255594fc905ef56e
Stav,3083,QM45,true,false,0,0,0,0,Ground,0,0,2,0,0,0,true,Failed,Failed,false,,,2018-03-13 09:23:44,cd9eeb3ab06521c16990c4116de8166d
Saar Zelevski ,6740,QM48,true,false,,,,,"Ground, Pyramid",1,0,0,0,8,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 09:27:33,738be9b10b7136e37f236217edae0189
ניר,3034,QM48,true,false,,,,,Ground,0,0,3,2,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 09:27:39,03ec26abb044962759e298d09f09c9a1
Saar Zelevski ,7177,QM49,false,,,,,,"Ground, Pyramid",1,0,0,0,2,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 09:33:58,ff42fea4696b750b1a03d9fd63f644f3
Nir,3075,QM48,true,false,0,1,,,Ground,0,0,5,2,0,0,false,Didn't Try,Didn't Try,true,,נתקעו ברובוט אחר באוטונומי וירו קובייה ממקום לא חוקי,2018-03-13 09:35:28,3738a14cda56c84a6af96cf53033e9e7
Saar Zelevski ,5636,QM50,true,false,,,,,"Ground, Pyramid",0,0,0,0,8,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 09:39:21,5deb1ecbfccfac4461fddcdbba2e377f
ניר,7112,QM50,true,false,,,,,Ground,1,0,0,0,1,0,true,Failed,Didn't Try,false,,,2018-03-13 09:39:55,a7fce48067c97a496987bac1771b1fc9
Saar Zelevski ,6740,QM51,true,,,,,,"Ground, Pyramid",2,1,0,1,1,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 09:46:24,b6b936042bf632e9421593247638f94e
Nir,3034,QM51,true,false,,,,,Ground,1,1,2,1,3,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 09:46:50,4d0e0a98a72b6f88467a83a5fa23c6b8
Saar Zelevski ,2212,QM52,true,,1,,,,"Pyramid, Ground",0,0,2,1,0,0,true,Didn't Try,Didn't Try,false,,,2018-03-13 09:53:11,651d2a1cee59fb2b6399c9c28d7a64be
Nir,6104,QM52,true,false,0,0,0,1,Ground,3,0,3,0,1,0,true,Successful,Didn't Try,true,,יירו קובייה לסקייל לא מתוך הnull zone,2018-03-13 09:54:03,941e17245998aef43a6906d5e3dc5ca8
Saar Zelevski ,4590,QM54,true,false,,,,,"Ground, Pyramid",2,0,0,0,1,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 10:02:07,5478d7cf87573664b515930c27dc6f3e
Nir,4586,QM53,true,false,,,,,Ground,2,1,4,3,0,0,true,Successful,Didn't Try,false,,,2018-03-13 10:02:18,f00ad9e359197d1e9b083ff81618c609
Saar Zelevski ,6736,QM54,true,,,,,,Ground,0,1,1,4,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 10:08:21,3d1068dd16c773440585e4aa5bf2a958
Nir,7067,QM54,true,false,1,0,0,0,,0,0,0,0,7,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 10:09:16,6859a0ac66fc6e94ce96a7925cc3342b
Stav,7079,QM46,true,false,0,1,0,0,Ground,0,0,2,0,0,0,,Didn't Try,Didn't Try,true,,,2018-03-13 10:11:57,4486261404bd297ec1d041c6aa648742
Saar Zelevski ,4586,QM55,true,,,1,,,"Ground, Pyramid",0,0,6,1,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 10:14:38,fa91508745390c0d26e39edf3d959cf0
Nir,7083,QM55,true,false,0,0,0,0,,0,1,0,0,0,0,true,Didn't Try,Didn't Try,false,,,2018-03-13 10:15:09,3312b63fa6c1e48e97fab4bf70337cc2
Stav,6104,QM47,true,false,1,0,0,0,Ground,1,0,0,0,3,0,true,Successful,Didn't Try,true,,,2018-03-13 10:15:40,06b5cce117ed01132fef72ee7a77faf9
Stav,4586,QM48,true,false,0,1,0,0,Ground,1,0,4,1,0,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 10:17:15,05718681a1803ad285eced52d32d6eb4
Zohar,1580,QM49,true,,0,0,0,0,Portal,2,0,0,0,0,0,true,Didn't Try,Didn't Try,true,,קשה להתכוונן לאיסוף בפורטל,2018-03-13 10:21:48,947acf9e5676f8fb8931e0a3460e138c
Saar Zelevski ,5990,QM56,true,false,1,,,,"Ground, Pyramid",0,0,0,0,6,0,true,Successful,Didn't Try,false,,,2018-03-13 10:21:41,45a7b21e33c455d993ecc0115a7dd263
Nir,1657,QM56,true,false,1,,,,Ground,6,3,0,0,3,0,false,Didn't Try,Didn't Try,false,,,2018-03-13 10:21:13,29eb028771fb4e1cbccc1698a2dd4f02
Saar Zelevski ,5654,QM57,true,,1,0,,,"Ground, Pyramid",2,0,0,0,7,0,true,Successful,Didn't Try,false,,,2018-03-13 10:27:40,8a65cace6d7be1a3fd3163df3145949a
Nir,3083,QM57,true,false,1,0,0,0,Ground,1,0,0,0,0,0,true,Successful,Didn't Try,false,,,2018-03-13 10:27:49,a0cc0fa39c378aa922123c8afbcbfbfe
Saar Zelevski ,7067,QM56,true,,,,,,"Ground, Pyramid",0,0,0,0,5,0,true,Didn't Try,Didn't Try,false,,,2018-03-13 10:32:16,e1f4df832e99c14310e64178e163f518
Nir,4590,QM58,true,false,1,0,0,0,Ground,3,0,0,0,1,1,true,Failed,Failed,false,,נכשלו בטיפוס מפאת חוסר זמן,2018-03-13 10:34:01,364bc8f7e10b1cef27154cca6bf67d5c
Stav,6738,QM50,true,false,0,0,0,0,Ground,0,0,1,1,1,0,true,Didn't Try,Didn't Try,false,,,2018-03-13 10:34:46,96d0c8fe8b1353c6e0a661dd9ee4dd04
Stav,2230,QM51,true,false,0,1,0,0,Ground,1,0,2,0,0,0,true,Didn't Try,Didn't Try,false,,,2018-03-13 10:37:11,be8e77356caa8c6c21a0b13602aaed12
Saar Zelevski ,3083,QM59,true,false,,,,,,0,0,0,0,0,0,true,Successful,Didn't Try,false,הגנו על משגב והנול,,2018-03-13 10:42:19,0cb72a289d54405b9a8e7eea51ca7a90
Nir,3075,QM59,true,false,1,0,0,0,Ground,1,1,0,0,3,0,true,Successful,Didn't Try,false,,,2018-03-13 10:42:54,80ebf895566ea6be27d883e299cfcaae
