Full Name,Team Number,Match ID,Crossed Auto Line?,Auto Installed in the Exchange?,Successful Auto Switch Installs,Failed Auto Switch Installs,Successful Auto Scale Installs,Failed Auto Scale Installs,Collects Cubes From,Succcessful Switch Installs,Failed Switch Installs,Successful Scale Installs,Failed Scale Installs,Successful Exchange Installs,Failed Exchange Installs,Drove on the Platform,Climbing,Let other robots climb on it,Tech Foul?,Defense comments,Comments,Submitted At,Token
מאיה לוי,4338,QM12,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,1,0,TRUE,Didn't Try,Didn't Try,FALSE,,"הרבה פאולים לא טכניים, דוחף קוביות ולא מרים לפחות 4 פעמים",2018-03-05 13:17:38,5e34554b1b0c0c25a5145563f6dceaf2
רני מלצר,4338,QM2,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,1,1,2,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 11:31:57,037d2270868b2f75b25f431177d49457
רני מלצר,4338,QM23,FALSE,FALSE,0,0,0,0,Ground,2,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,הפסיק לזוז 45 שניות לסוף,2018-03-05 14:59:50,d84bb6f6d712dfc246d83aada82477b4
יובל ויינשטיין,4338,QM26,TRUE,FALSE,0,0,0,0,Ground,1,0,1,0,3,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,"עבירה - הזיז את הקוביות שצמודות לסוויץ' מהצד של הפלטפורמה
לא יציב בכללי אך בעיקר כשמרים את המנגנון כדי לשים קוביה בסקייל",2018-03-05 15:26:19,eaddf16213583731e066d857f6e03313
טל שמר,4338,QM39,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 6:49:26,c006c650819aba60bbb46c14a53f6573
סהר כספי,4338,QM44,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,"חסמו רובוט בצורה בלתי חוקית
קיבלו tf",,2018-03-06 7:32:20,5e02e7cd5c92bebe2353dc6a90cfd34f
ניר,4338,QM46,TRUE,FALSE,0,0,0,0,Ground,0,0,1,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 7:45:15,2dd4387257ff74840193636bab4b37df
יובל ויינשטיין,4338,QM53,TRUE,FALSE,0,0,0,0,Ground,0,0,1,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,"חלק התפרק
לא אסף קוביות",2018-03-06 8:46:06,1305b61f99a8ad8b0f23810d78490d70
Saar Zelevski ,4338,QM60,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,1,0,1,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 9:43:22,9550cd7dab04b8066bd9be0163fa03ec
Saar Zelevski ,4338,Qf3,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",2,0,0,0,3,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 12:39:19,5b53f9fb4b69f52565dd3b26dfc74966
רני מלצר,4586,Pm3,FALSE,FALSE,0,0,0,0,Ground,1,1,0,1,0,0,TRUE,Failed,Didn't Try,FALSE,לא הגן,"ניסה לטפס על רובוט אחר, הרובוט האחר לא הצליח לטפס",2018-03-05 9:32:23,51980b1f40962f67a5fc3353a0786946
יעל אמיתי,4586,QM 32,FALSE,FALSE,0,0,0,0,Ground,1,0,0,0,4,0,TRUE,Successful,Didn't Try,FALSE,,,2018-03-05 16:47:12,671e8e4a12305e2c7b07c391c77d8433
רני מלצר,4586,QM11,TRUE,FALSE,0,0,0,0,Ground,1,0,3,2,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 13:09:29,ae2dbe82699dd3bb3b5f91d950b584e3
מאיה לוי,4586,QM16,TRUE,FALSE,0,0,0,0,Ground,0,0,3,0,0,0,TRUE,Successful,Didn't Try,FALSE,,,2018-03-05 13:56:28,240c7af836722938cd29a463f7824ffa
Saar Zelevski ,4586,QM18,FALSE,FALSE,0,0,0,0,Ground,0,0,3,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,"פרימו ממש טובים!
פרימו ממש טובים!
פרימו ממש טובים!",2018-03-05 14:15:48,1103a4ef5e39e1bc001001122aca594e
יובל ויינשטיין,4586,QM29,TRUE,FALSE,1,0,0,0,Ground,1,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,הגן 5 שניות,"משך שני tf לטובתו
התקין קוביה בסוויץ' יריב",2018-03-05 16:11:04,f330dea10414a65d65c119a5d8bd8e4b
רני מלצר,4586,QM3,TRUE,FALSE,0,0,0,0,Ground,0,0,5,0,0,0,TRUE,Failed,Didn't Try,FALSE,לא הגן,"הפילו קוביות כמה פעמים

לא תפסו רובוט יריב ב - null area למרות ששהה שם הרבה זמן",2018-03-05 11:42:50,ce8f461e3b4c01c9845fa5ffe130bd4d
Saar Zelevski ,4586,QM38,TRUE,FALSE,0,0,0,0,"Pyramid, Ground",2,0,8,0,0,0,TRUE,Successful,Didn't Try,FALSE,,"הרובוט הפסיק לעבוד אחרי האוטו ונפלה הרמפה. לקראת הסוף
חזרו לעבוד ",2018-03-06 6:37:35,c1c82e8126c454ba785e4e8c3da957c7
ניר,4586,QM42,TRUE,FALSE,0,1,0,0,"Ground, Pyramid",0,0,0,0,5,0,FALSE,Didn't Try,Didn't Try,FALSE,,איבדו תקשורת מ80 שניות לסיום עד 40 שניות לסיום,2018-03-06 7:13:07,572bf495f146ed57cf5775861b1a893f
ענב ,4586,QM 46,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,0,0,2,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגנו,הפסיקו לעבוד לשליש משחק,2018-03-06 7:47:58,4684c96a8fe5f58a842866d3c3a3a411
Stav Eyal,4586,QM54,TRUE,FALSE,0,1,0,0,Ground,2,0,2,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,שמו קוביות על הswitch של הקבוצה השנייה,הפסיקו לזוז למשך זמן ממושך,2018-03-06 8:54:48,c1879922c3f3622ef3ca6d50154ae1b3
טל שמר,4586,QM57,FALSE,FALSE,0,0,0,0,Ground,3,0,3,0,0,0,TRUE,Failed,Didn't Try,FALSE,,הרובוט השתגע בשלב האוטונומי,2018-03-06 9:21:52,8f1892b4865cb4ea7d3dd8270b491271
Stav Eyal,4586,QM29,TRUE,FALSE,0,0,0,0,Ground,0,0,1,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 10:25:27,7f493bc472f81eaab87617dc7f2106d9
Stav Eyal,4586,QF3,TRUE,FALSE,0,1,0,0,Ground,2,3,1,1,0,0,TRUE,Failed,Didn't Try,FALSE,,אחרי שלא הצליחו עם הscales עברו לswitch של הקבוצה השנייה,2018-03-06 12:46:49,a0a6ee712717759e97e565fcc8b2b8f0
Stav Eyal,4586,QF7,TRUE,FALSE,0,1,0,0,Ground,3,1,0,0,0,0,TRUE,Successful,Didn't Try,FALSE,,,2018-03-06 13:22:56,fa19f95b0f78a14176156145303f824f
רני מלצר,4590,PM1,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא זז,הרובוט לא זז במשך  כל המשחק,2018-03-05 8:55:07,dc541e16b65a028fb39094465418b2e1
 יעל אמיתי,4590,QM 16,TRUE,FALSE,0,0,0,0,"Pyramid, Ground",0,0,0,0,2,1,TRUE,Didn't Try,Didn't Try,FALSE,חסמו רובוט ל5 שניות,,2018-03-05 13:58:22,9d88eb4d757d1073d5bba2d88f18ce53
Saar Zelevski ,4590,QM22,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",2,0,0,0,2,0,TRUE,Failed,Didn't Try,FALSE,,,2018-03-05 14:49:02,289d80816fd0f96ecfe97073f34936e3
ענב בר ניר,4590,QM25,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,0,0,2,0,TRUE,Failed,Didn't Try,TRUE,לא הגנו,כמעט נתקעו מתחת לסקייל,2018-03-05 15:17:36,b463bb2b282ccc7c2ad99a94ac7cbb52
יובל ויינשטיין,4590,QM33,TRUE,FALSE,0,0,0,0,Ground,1,2,0,0,2,0,TRUE,Didn't Try,Didn't Try,TRUE,,"אגרסיבי
עבירה טכנית-נתפס בנאל טריטורי",2018-03-05 16:45:29,f10773913ada259c84b83af1ff1c6b89
טל שמר,4590,QM37,TRUE,FALSE,0,0,0,0,Pyramid,0,0,0,0,2,0,TRUE,Didn't Try,Didn't Try,FALSE,"מגן טוב מאוד, חסם לשני רובוטים בו זמנית גישה לswitch ולscale",,2018-03-06 6:25:25,0086fd7a5b6ae2fc4ce148c87b967687
Stav Eyal,4590,QM5,TRUE,FALSE,0,0,0,0,Ground,3,2,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"באמפר מתפרק
נפלה פינה ממנו באמצע המשחק ",2018-03-05 12:15:44,c17bf206894c777d1afcea41b11a9503
סהר כספי,4590,QM43,TRUE,FALSE,0,0,0,0,Pyramid,0,0,0,0,1,0,TRUE,Failed,Didn't Try,FALSE,,השתגע באמצע המשחק,2018-03-06 7:21:22,389223e2a6b88df2e56a9f51cb91f393
מאיה לוי,4590,QM48,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,השקיעו את כל המשחק בהגנה ומנעו התקנות בסקייל,באמפר נפל בהתנגשות עם רובוט וקיבלו טק פאול,2018-03-06 8:04:19,fc089ba7df4cd845da430c5536df1b6f
Nir,4590,QM53,TRUE,FALSE,0,0,0,0,Ground,0,1,0,0,0,0,TRUE,Didn't Try,Didn't Try,TRUE,,Opponent null zone techfoul,2018-03-06 8:44:47,ce3b5789ef3816e3988857c8216761f0
טל שמר,4590,QM59,TRUE,FALSE,0,0,0,0,Pyramid,1,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,"TF- נגע ברובוט מהברית השנייה באזור המוגן שלו.
דקה וארבעים וחמש שניות לתוך המשחק התנתק ונפל מצבר והרובוט הפסיק לזוז.",2018-03-06 9:38:39,7708872d5d276e447410446304a8efbe
מאיה לוי,4590,QF 2,TRUE,FALSE,0,0,0,0,Ground,1,1,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,אין,ניסיונות איסוף כושלים,2018-03-06 12:36:49,35b4967b42fc08243b7418bc2571b44e
יובל ויינשטיין,4649,PM1,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,"ביצע הגנה ל5 שניות
נשאר ליד הנאל טריטורי של היריב כדי לחסום","רובוט מהיר
עבר בנאל טריטורי של היריב פעמיים
אגרסיבי ונתקע בדברים
כמעט ביצע עבירה טכנית כשכמעט נתפס בנאל של 
היריב
לא נסה לאסוף קוביות",2018-03-05 8:53:50,15b6783dd538259fa7a3eab1f11832ae
סהר כספי,4649,QM11,FALSE,FALSE,0,1,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,"בקושי זז, לא לקח קוביות
קיבל 2 TF",2018-03-05 13:03:38,5c3609ceb0d2ce0209aed8d8aecfd209
מאיה לוי,4649,QM15,TRUE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,ניסה לקחת קוביות מהפורטלס הרבה מאוד זמן אבל לא הצליח ,2018-03-05 13:50:10,170cb9e7f1a534076345e991f7bab359
Stav Eyal,4649,QM21,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,לא זז אחרי אוטונומי,2018-03-05 15:08:58,73d9b5ba7021aed25b0455ecba490303
Saar Zelevski ,4649,QM27,FALSE,FALSE,0,0,0,0,Ground,0,1,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,"הגנה כושלת על הסוויץ של היריב, אפילו לא הצליחו לדחוף את הרובוטים האחרים",מה זה היצור הזה?,2018-03-05 15:39:09,b032a798687cf380a9ed15faac437ee6
מאיה לוי,4649,QM34,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,קיבלו טק פאול,2018-03-05 16:53:40,1496d275428ff9df7f6042dce449ac3a
רני מלצר,4649,QM4,TRUE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,"נהג לא מנוסה- בזבז זמן בנסיעות ללא מטרה הלוך חזור, לא הצליח להתמקם לקליטה מהפורטל",2018-03-05 11:56:03,e3b3acbaaaabd02260af22e8c52d9996
רני מלצר,4649,QM40,FALSE,FALSE,0,0,0,0,Portal,0,1,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,אין,"לא מצליחים לאסוף קוביות

מנעו מרובוט מאותה הברית לעלות לפלטפורמה, והרובוט השני לא הספיק לטפס",2018-03-06 6:57:44,3bdc6283c21e235e98302e8cc10ddcde
Saar ,4649,QM50,TRUE,FALSE,0,0,0,0,Portal,1,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,מי נתן לנהג רישיון?,2018-03-06 8:17:43,826ab539d560b2fdb56cdb0152bb0c04
Saar Zelevski ,4649,QM53,TRUE,FALSE,0,0,0,0,Portal,0,1,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 8:45:43,e1c726498c2e2ba5080a4796f742e1e7
ענב בר ניר,4757,Pm 2,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגיע למשחק,רובוט לא הגיע למשחק,2018-03-05 9:17:20,07687de25cf4846b85ca2f5831f6e985
סתיו,4757,QM36,FALSE,FALSE,0,0,0,0,Portal,2,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,"מתקשים באיסוף.
התנתקה שרשרת כי נתקעה בה קובייה",2018-03-05 17:16:56,0610bd550f99ac0023906dcda7fc60ff
יעל אמיתי,4757,QM 10,FALSE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,לא הצליחו לאסוף קוביות,2018-03-05 12:56:05,db5ec2e14d41a241763377033ef3a47b
מאיה לוי,4757,QM1,FALSE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,הרובוט לא הגיע,2018-03-05 11:22:36,25249b81e1c11254ddd907ee5fc660af
Stav Eyal,4757,QM16,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,רובוט לא זז,2018-03-05 14:17:14,2fe6503a4c60232a4555eed1d0dc69bb
מאיה לוי,4757,QM19,FALSE,FALSE,0,0,0,0,Portal,3,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 14:25:40,179aae4ba19c05862fca207a6335959c
ענב בר ניר,4757,QM24,FALSE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,הגנו ליד הפירמידה של היריבים,"לא זזו באוטונומי
לקח זמן לשים קוביות מהפורטל והפילו כשקיבלו",2018-03-05 15:14:39,8e2cb2ea9088c869ab805a65876c8cb0
סהר כספי,4757,QM34,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"לא זז בauto
בקושי זז גם אחרי",2018-03-05 16:53:24,85ad8680552b46346e2c6d65d596d5b7
Saar Zelevski ,4757,QM41,FALSE,FALSE,0,0,0,0,Ground,0,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,גרוטאה,2018-03-06 7:05:07,b217a341c5975349e4cae1072a946bcb
Saar Zelevski ,4757,QM49,FALSE,FALSE,0,0,0,0,Portal,2,2,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 8:11:07,fbf190ff7d7d4a7f2260a271f387895e
Tal Shemer,4757,QM52,FALSE,FALSE,0,0,0,0,Pyramid,1,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,הפסיק לתפקד באמצע המשחק,2018-03-06 8:43:46,2808ddc86db0c86c04dca87d20c38bc3
רני מלצר,4757,QM59,FALSE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,"הפסיק לזוז למשך 40 שניות
נסע לשניה
הפסיק לזוז עד לסוף המשחק",2018-03-06 9:37:15,919ad8219e1466a66ca0a7900b4de91a
Saar Zelevski ,5038,PM1,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,"הרובוט לא עבד רוב המשחק, ושכן עבד הוא דחף קוביה שיש עליו אחת זמן לא סביר",2018-03-05 8:50:46,3b07926497c2a998bce7243c7ebc43af
ניר,5038,QM30,TRUE,FALSE,0,0,0,0,Ground,2,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,לא זזו ברבע הראשון של המשחק,2018-03-05 17:19:21,9c84d7f6d9b2c48b91351cd3839ddd92
ניר,5038,QM40,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,0,0,0,0,TRUE,Failed,Didn't Try,FALSE,,לא זזו משבעים השניות לסיום עד 10 שניות לסיום,2018-03-06 6:54:37,055397071fbc2dcd63dc46763f44b8ac
ענב,5038,QM 48,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא זזו,לא זזו,2018-03-06 8:01:58,a719ad338a9c3eac549e06ab030908be
Stav Eyal,5038,QM13,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",2,1,1,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 13:48:44,0cf514838227faf152233b226c63e1e6
Saar Zelevski ,5038,QM20,TRUE,FALSE,0,0,0,0,Ground,0,0,3,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,מזעזע,2018-03-05 14:35:06,e8a3db35973c885339079306062713b5
Stav Eyal,5038,QM23,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,"באמפר נופל
מתנגש ברובוטים בnull territory",2018-03-05 15:29:44,6cdff24055852b4718270fcb8a5742a1
Stav Eyal,5038,QM25,TRUE,FALSE,0,0,0,0,Ground,0,0,2,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,מתקשים באיסוף,2018-03-05 15:36:45,746fd5551572d72eca4650c4a512deb9
יובל ויינשטיין,5038,QM3,TRUE,FALSE,0,1,0,0,"Ground, Pyramid",0,0,0,0,1,0,FALSE,Didn't Try,Didn't Try,FALSE,לא עשה הגנה,לא הגיב ב20 השניות האחרונות,2018-03-05 11:40:13,979a3372ffb824242b7d39efe7eb1879
מאיה לוי,5038,QM46,FALSE,FALSE,0,1,0,0,"Ground, Pyramid",2,0,1,1,0,0,TRUE,Failed,Didn't Try,FALSE,,בתחילת המשחק לא כל כך שלט בקוביות,2018-03-06 7:47:24,5866ed971c1d0c82a728a2a665a85803
מאיה לוי,5038,QM52,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,3,0,0,0,TRUE,Failed,Didn't Try,FALSE,,בעיות איסוף ,2018-03-06 8:37:19,1174ffc5374a3b393ee30e3645954867
סהר כספי,5038,QM58,TRUE,FALSE,0,0,0,0,Pyramid,0,0,1,0,2,1,FALSE,Didn't Try,Didn't Try,FALSE,,הפסיק לעבוד ב40 שניות האחרונות,2018-03-06 9:27:35,c1799e2dfd6e6784a2b8ce310be91cb4
טל שמר,5038,QM7,TRUE,FALSE,0,0,0,0,Pyramid,1,0,0,0,1,1,FALSE,Didn't Try,Didn't Try,FALSE,,עבירה אחת (לא TF( על הפלת הפירמידה.,2018-03-05 12:27:34,89571d1ad800922111233f118010aa46
Stav Eyal,5038,QF1,FALSE,FALSE,0,0,0,0,Ground,2,0,2,1,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,,2018-03-06 12:27:54,eae87280f0b9dd30d5c19ce40608e483
Stav Eyal,5038,QF5,TRUE,FALSE,1,0,0,0,Ground,0,0,0,2,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 12:57:05,14c0557c8c87d569a661f2a436195f83
רני מלצר,5291,Pm4,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",2,0,3,0,0,0,TRUE,Failed,Didn't Try,FALSE,לא הגן,"עשה הרבה פאולים בדחיפת קוביות

לקח לנהגים המון זמן להתמקם בשביל הטיפוס

לא הפיל אף קוביה ",2018-03-05 9:51:35,770f79884605bdb9364fc202d947fa49
יעל אמיתי,5291,QM 15,TRUE,FALSE,0,1,0,0,"Pyramid, Ground",1,0,2,2,0,0,TRUE,Successful,Didn't Try,FALSE,,,2018-03-05 13:48:57,1bce1d0e075836485118713dec8c0890
יובל ויינשטיין,5291,QM2,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,4,0,1,0,FALSE,Didn't Try,Didn't Try,FALSE,לא עשה הגנה,התעכב על נסיונות כושלים לאסוף קוביות,2018-03-05 11:33:00,cd2c5695b46a072087281e6e53d95f4d
Ofir Shmuel,5291,QM22,TRUE,FALSE,0,1,0,0,Ground,3,0,4,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,מתקשה באיסוף לפעמים,2018-03-05 15:14:31,17d3de84c90e69bec029496806f94394
ענב בר ניר,5291,QM27,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,1,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,צריך קיר כדי לאסוף קוביות ,2018-03-05 15:39:33,737cb25c7da62d1d88dfe119127fc9ce
מאיה לוי,5291,QM30,TRUE,FALSE,1,0,0,0,Pyramid,1,0,3,0,0,0,TRUE,Successful,Didn't Try,FALSE,,נגעו בסקייל פעמיים 2 פאולים ,2018-03-05 16:19:35,d59462295c683b3ad3fc84e7f9230a02
Stav Eyal,5291,QM6,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,הפסיקו לזוז אחרי אוטונומי,2018-03-05 12:20:15,7987c4ce6ef03f46ca2ac5e8931d07af
Stav Eyal,5291,QM7,TRUE,FALSE,0,0,0,0,Pyramid,4,0,3,0,0,0,TRUE,Failed,Didn't Try,FALSE,אחרי שניסו לכבוש את הscales שיחקו הגנה ,,2018-03-05 12:29:21,84947e048ebb0a4149fd0ce1a62656d4
טל שמר,5291,QM38,TRUE,FALSE,0,0,0,1,"Ground, Pyramid",2,1,1,0,5,1,TRUE,Didn't Try,Didn't Try,FALSE,,עשה הרבה מאמץ להטות את הswitch של הברית השנייה לצד השני,2018-03-06 6:37:43,bd2cc0310162fd872aa6f72d11c0f6e8
Saar Zelevski ,5291,QM42,TRUE,FALSE,0,1,0,0,"Ground, Pyramid",3,0,1,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,התנתק להם הטיפוס ואז הרובוט מת,2018-03-06 7:12:37,8f42480e728155d0f092da49a3be34e1
Saar Zelevski ,5291,QM51,TRUE,FALSE,0,0,0,1,Ground,0,0,3,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 8:26:25,f8d89ed9e929cea35154f43db375dbc8
Nir,5291,QM59,TRUE,FALSE,0,0,0,1,Ground,0,0,0,0,4,1,TRUE,Failed,Didn't Try,FALSE,,,2018-03-06 9:35:26,f81fc958bb8bcbb7891006afcd927163
יובל ויינשטיין,5291,QF2,TRUE,FALSE,0,0,0,0,Ground,0,0,1,0,1,0,FALSE,Didn't Try,Didn't Try,FALSE,אין,"הפיל קוביה מחוץ למגרש באוטונומי
בקושי הצליח לאסוף קוביות",2018-03-06 12:34:09,35d55eda0319f8843cd6285f6f00dd61
סהר כספי,5291,QF6,TRUE,FALSE,0,0,1,0,"Ground, Pyramid",0,0,4,2,1,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 13:04:47,0e47117f5510f3309c04c25cb325c54d
יובל ויינשטיין,5291,QF6,TRUE,FALSE,0,0,1,0,Ground,0,0,3,2,1,0,TRUE,Didn't Try,Didn't Try,FALSE,אין,הפיל קוביות מהסקייל כשהתקין קוביות נוספות,2018-03-06 13:04:56,cfc52db6ef06ca976938d684de203355
יובל ויינשטיין,5291,QF10,TRUE,FALSE,0,0,0,1,Ground,0,0,1,0,2,0,TRUE,Didn't Try,Didn't Try,FALSE,אין,התעכב מעל 10 שניות על להכניס קוביה לכספת (אקסצ'יינג') ,2018-03-06 13:28:49,c2ff86e9bca3ec8b7436e428058033ba
מאיה לוי,5636,Pm1,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",2,1,0,0,1,0,TRUE,Didn't Try,Didn't Try,FALSE,היתקלות עם רובוט ,השתחרר חבל טיפוס בזמן משחק כשנתקל ברובוט,2018-03-05 8:52:44,0cd8aac83d77a47a947f0b0b1c4bc2ee
טל שמר,5636,QM15,FALSE,FALSE,0,0,0,0,Pyramid,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 13:51:23,0a5166abdd868a3007b295d31da1c73f
Stav Eyal,5636,QM18,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,2,0,0,2,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 14:38:16,ba945a22d0d75d167e6daf00218c1e1b
Saar Zelevski ,5636,QM25,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,0,0,4,0,FALSE,Failed,Didn't Try,FALSE,,"נשבר להם האיסוף, מערכת הטיפוס הגרועה ביותר עד כה",2018-03-05 15:14:46,b78b9bf0ba64a0b61bfd00cabbdf25d2
Saar Zelevski ,5636,QM34,TRUE,FALSE,0,0,0,8,"Ground, Pyramid",1,0,0,0,3,0,TRUE,Failed,Didn't Try,FALSE,,הרובוט לא מסוגל לעשות סוויץ טוב,2018-03-05 16:53:17,b47c77a32fb5e0b8fca52f9f47c4ed34
רני מלצר,5636,QM5,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,TRUE,מנע מאורביט להגיע לסקייל,עשה 3 TF תוך 10 שניות בערך,2018-03-05 12:08:33,5fdffd6b3ca5b8d6c556e64696ac64df
יעל אמתי,5636,QM9,TRUE,FALSE,0,0,0,0,Pyramid,0,0,0,0,1,0,TRUE,Failed,Didn't Try,FALSE,חסם רובוט ל15 שניות,,2018-03-05 12:45:51,1536db07d4186dd86c0e332db5ea07a0
רני מלצר,5636,QM39,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,ניסו להגן וקיבלו עבירות על ימין ועל שמאל,"2 פאולים רגילים

3 tf

לא ניסו אפילו לקחת קוביה משום מקום",2018-03-06 6:55:18,3f31fdb4e4c506136368164f2ccad8ec
יובל ויינשטיין,5636,QM44,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,5,1,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,"לא אוסף קוביות, רק גורר",2018-03-06 7:31:41,563e720bcb296c55a12407b27eb34057
יובל ויינשטיין,5636,QM47,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,0,0,3,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,אין,2018-03-06 7:53:08,824ed742365dd292a18df71f72ce69dc
Nir,5636,QM57,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,1,0,0,2,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 9:18:55,531ce0374f865416889ccd86ef8a891e
